TweetID,Username,Text,CreateDate,Biased,Keyword
1313023406812598277,joemarauder,Im einstigen Vorzeigeland #Israel werden inzwischen provisorische Leichenhallen errichtet. Bilder wie aus Bergamo im Frühjahr. \n\nUnd es gibt immer mehr Proteste gegen die Regierung und die Maßnahmen. \n\nWir müssen unbedingt die Zahlen niedrig halten.,2020-10-05 07:49:09+00:00,0,Israel
1312707253317840898,Roman_Bolliger,Im einstigen Vorzeigeland #Israel werden inzwischen provisorische Leichenhallen errichtet. Bilder wie aus Bergamo im Frühjahr. \n\nUnd es gibt immer mehr Proteste gegen die Regierung und die Maßnahmen. \n\nWir müssen unbedingt die Zahlen niedrig halten.,2020-10-04 10:52:52+00:00,0,Israel
1312315621112270853,schirwindt,"#Trump begann keine Kriege.\n\n#Trump erließ keine Zensurgesetze.\n\n#Trump rief nicht zu Gewalt auf.\n\n#Trump unterstützt als einziger die Demokratien Israel, Hongkong, Taiwan und die Wirtschaftschancen von Minderheiten.\n\nAlles was Trump's Gegner ihm vorwerfen, tun sie. Nicht #Trump.",2020-10-03 08:56:40+00:00,0,Israel
1309604733473226752,der_rosenkranz,"Der neuerliche harte Lockdown in Israel.\n\nUnd die Leute, die sich hier beklagen, weil sie das Tragen eines Mundnasenschutzes in ihrer Freiheit einschränke.",2020-09-25 21:24:34+00:00,0,Israel
1306967977544343552,Gerhard79012316,Israel hat totalen Lock down aber Österreich gibt keine Reisewarnung heraus. Was soll das ???,2020-09-18 14:47:02+00:00,0,Israel
1306271681636429828,D_Friedeman,"Wenn Barak Obama einen Friedensnobelpreis erhalten hat, obwohl er keinen Frieden voran gebracht hat, was steht dann eigentlich Trump zu, der wesentlich dazu beigetragen hat, dass Israel und zwei arabische Staaten heute Frieden geschlossen haben?",2020-09-16 16:40:12+00:00,0,Israel
1304933701793591301,sdyke,"Dass Israel heute als erstes Land der Welt zum zweiten Mal in den Lockdown* ist, habt ihr mitbekommen?\n\nUnd jetzt halt die Klappe Jürgen und zieh deine Maske an.\n\n(*Deutschland hatte nie einen Lockdown)",2020-09-13 00:03:33+00:00,0,Israel
1304387655073923072,Manou77633472,"Die Palästinenserführung hat versucht die Arabische Liga dazu zu bringen, eine Verurteilung der Annäherung zwischen Israel VAE zu veröffentlichen.\n\nDie Arabische Liga macht das nicht!\n\nEs sind aufregende Tage für all diejenigen, wie mich, die Frieden im Nahen Osten wollen.",2020-09-11 11:53:45+00:00,0,Israel
1302165428073005056,HerbertRohrmair,"in #Israel zum Lockdown auch eine noch nie da gewesene Hitzewelle. Jerusalem hat gestern mit 42,8°C den Rekord von 1902 deutlich übertroffen!",2020-09-05 08:43:25+00:00,0,Israel
1288550306159251456,TimoScheil,"Nein, Du bist kein Antisemit, nur weil Du Israel kritisiert!\n\nEs ist genau andersherum:\n\nDu kritisierst Israel, nur weil Du ein Antisemit bist!",2020-07-29 19:01:47+00:00,0,Israel
1287729696332013569,israelgerade,Schusswechsel an der Grenze zwischen Israel und dem Libanon.,2020-07-27 12:40:59+00:00,0,Israel
1285289515549184001,MoritzMichelson,"Viele denken, Islam und Araber wären eine sehr alte Religion bzw. Kultur.\n\nDas stimmt aber nicht.\n\nDer #Islam entstand erst über 600 Jahre nach Christus und über 1000 Jahre nach dem Judentum.\n\nJuden, Römer, Christen lebten in #Jerusalem, #Palästina, #Israel BEVOR der Islam kam.",2020-07-20 19:04:34+00:00,0,Israel
1285189416810668032,Joernroeschen,Mitten in der Corona-Krise in #Israel streiken seit heute die Krankenpfleger*innen. Sie fordern bessere Arbeitsbedingungen und mehr Personal.,2020-07-20 12:26:49+00:00,0,Israel
1281198983461961729,hmger_hoerby,"König David, Jesus etc. hin oder her - ich weiß, dass Israel am richtigen Ort auf der Welt existiert.\nWas jetzt noch fehlt ist, dass die arabischen Nachbarn,insbesondere die Palästinenser, zu Demokraten werden und Islamismus Terror ablehnen, damit wir Frieden schließen können.",2020-07-09 12:10:15+00:00,0,Israel
1279473656649986048,MangaVenaqui,"Ginge es dem #Bundestag wirklich um Völkerrecht, würde sich die ""ehrenwerte Gesellschaft"" für die Entstehung eines kurdischen Staates, Unabhängigkeit Tibets, oder Rückzug der Türkei aus Zypern mit der gleichen Intensität einsetzen, wie sie #Israel-Bashing betreibt ! #Annexion",2020-07-04 17:54:25+00:00,0,Israel
1279297051692535808,Thom_Ritter,Für die Doppelmoral der deutschen Politik gegenüber Israel kann man sich nur in Grund und Boden schämen.,2020-07-04 06:12:39+00:00,0,Israel
1278687600119812096,JaykayRandolph,"Wenn man bedenkt, dass Sigmar #Gabriel Israel „Apartheid“ vorgeworfen und mit Blick auf Pegida gesagt hat, es gebe „ein Recht darauf, deutschnational zu sein“, ist diese #Tönnies-Nummer doch eher mittelschlimm. Oder?",2020-07-02 13:50:55+00:00,0,Israel
1276594075282616320,twomplet,"das du bereitet hast vor allen Völkern,\nein Licht, zu erleuchten die Heiden,\nund zum Preis deines Volkes Israel. #twomplet",2020-06-26 19:12:00+00:00,0,Israel
1275191137356206083,banana__janna,fick israel und amerika seine mutter #FreeFalastin,2020-06-22 22:17:13+00:00,1,Israel
1269984980366700544,SOZlALISMUS,"Ich bin gegen eine Vergrößerung des israelischen Territoriums zu Lasten der Palästinenser und finde, dass Israel die besetzten Gebiete an die palästinensische Bevölkerung zurückgeben und #Palästina als eigenständiger Staat anerkannt werden muss.",2020-06-08 13:29:49+00:00,0,Israel
1267458431390285829,RobertFimblebee,"Zuhair Muhsin,einer der Gründer der PLO sagte 1977: “Ein palästinensisches Volk existiert nicht. Die Schaffung eines Palästinenserstaates ist nur ein Mittel,um unseren Kampf gegen Israel fortzusetzen.”\nDie einzigen,die sich bis zum Jahr 1948 Palästinenser nannten,waren die Juden.",2020-06-01 14:10:12+00:00,0,Israel
1265757485094375425,MaikQdf,"Und natürlich wird kein ""#Faktencheck"" gemacht, wenn islamistische Führer oder linke Parteichefs die Geschichte von #Israel leugnen.\n\nUnd keiner, wenn deutsche Medien oder EU-Politiker Gerüchte gegen die USA oder Israel verbreiten.\n\nDiese parteiischen #Medien zerstören Vertrauen.",2020-05-27 21:31:15+00:00,0,Israel
1263789253449912322,klardenk,"#Khamenei spricht von der Endlösung gegen #Israel. Man könnte meinen, dass diejenigen die wegen #Auschwitz in die Politik gegangen sind, die Zusammenarbeit mit dem #Iran ernsthaft hinterfragen. Und nicht nur ihre Empörung mit #Sonntagsreden zeigen.",2020-05-22 11:10:12+00:00,0,Israel
1263559837356605456,TrailChem,"Was ist mit den jungen Menschen in Gaza, die sich trauen zu sagen, dass Mensch nicht die Schuld nur auf die anderen (gemeint ist Israel) schieben kann, sondern die Ursachen in der palästinensischen Gesellschaft zu kritisieren sind? Die sich nicht von der antisemitischen 15/",2020-05-21 19:58:35+00:00,0,Israel
1262007140820103168,mkrpooh,"liebe #bayern, in #israel der #toskana gibts schon heute kein #Trinkwasser aus #Grundwasser mehr! Das ist kein #Modell für #Bayern! Wir müssen daher den #ChemieEintrag ins #Grundwasser durch unsere #Bauern hier in #bayern #deckeln! #sz #faz #zeit #nzz #spiegelonline",2020-05-17 13:08:43+00:00,0,Israel
1261448664578482178,MoritzMichelson,"Die Nazis führten Krieg u.a. gegen Polen, GB, USA. Hitler arbeitete mit Amin al-Husseini gegen Israel.\n\nDas heutige Berlin definiert Polen, GB, USA und Israel als ""rechts"" und führt dann ihren ""Kampf gegen rechts""; hält sich dabei sogar wieder für moralisch überlegen.\n\nUnfassbar.",2020-05-16 00:09:32+00:00,0,Israel
1258311131501924357,BernieGunther2,"Meiner Meinung nach hat die Welt in den letzten 100 Jahren zwei erfolgreiche positive “Projekte” geboren, bzw. wieder geboren:\n\n1. Die EU\n2. Israel\n\nBeide “Projekte” stehen für Freiheit und sind für mich UNANTASTBAR.",2020-05-07 08:22:06+00:00,0,Israel
1257538296110092293,HeinrichT9,"BDS ruft zum Boykott von PUMA auf, weil das Unternehmen die Israel Football Association sponsort.\n\nDirekt mal ein paar Sachen bei PUMA bestellen.",2020-05-05 05:11:08+00:00,0,Israel
1252837222920773633,David_Koebel,"2/2\nWarum hassen LINKE Deutsche teilweise ? Weil sie sich einbilden, Israel wäre gegen Muslime. \nStimmt aber nicht! \nIsrael differenziert. \nIsrael kämpft gegen islamistischen Terror und umarmt friedliche Muslime.\nGenau so bin auch ich drauf.",2020-04-22 05:50:45+00:00,0,Israel
1242488310783590407,koysino,"“(...) allein das Pentagon beschäftigt 27 000 PR-Berater(...) Israel gibt 30 Mio. Dollar pro Jahr aus, um die Meinung im Internet zu beeinflussen. (...) Einträge über ein israelisches Foltergefängnis bei Wikipedia gelöscht.”\n\naus „Wenn man weiß, wo der Verstand ist, hat der...“",2020-03-24 16:27:52+00:00,0,Israel
1240900392155860997,ElviraVisnjic,"Es hat einen Grund, warum Israel sich vom Mossad 100.000 Tests beschaffen ließ. Es hat einen Grund warum Taiwan auf Tests setzte. Es hat einen Grund weshalb chinesische Ärzte sagen""Testen, testen, testen"". Es hat einen Grund warum US-Epidemologen sagen ""testen, testen, testen"".",2020-03-20 07:18:02+00:00,0,Israel
1239900318466478081,_br_lyrics_bot,"In Bethlehem, in Israel,",2020-03-17 13:04:06+00:00,0,Israel
1239250224910123008,LarissaWalter5,"-Hass auf ältere und geschwächte Menschen\n\n-Verherrlichung junger, aggressiver Menschen\n\n-Verachtung von Grenzen\n\n-Hass auf die USA und Israel\n\nDas ist Faschismus und Nazismus. Exakt wie damals.\n\nAber statt das zu kritisieren, gilt es heute sogar als ""gut"". Unfassbar.\n\n#COVIDー19",2020-03-15 18:00:52+00:00,0,Israel
1238078809372602368,spenglerandreas,Wenn Israel zuerst mit einem Impstoff auf den Markt kommt. Krepieren die Mullahs im Iran dann lieber freiwillig? Frage für einen Freund.,2020-03-12 12:26:05+00:00,0,Israel
1237810726141669377,MDRAktuell,"Israel verbietet Versammlungen von mehr als 100 Menschen. Regierungschef Netanjahu sagte, man müsse die alten Menschen vor dem #Coronavirus schützen.",2020-03-11 18:40:49+00:00,0,Israel
1231512692394991621,azn_german,"Ich merke schon, dass besonders in puncto Israel, fast nur Antideutsche unsere Allies sind, aber deren Selbstzentrierung, die sie gerne als Solidarität tarnen, geht mir auf den Senkel. Vorallem-Soli mit jüdischen Menschen in Form von Israel Flaggen ist nicht immer richtig.",2020-02-23 09:34:40+00:00,0,Israel
1226296136224460800,Venora_Khoon,"Die DDR begründete die Diktatur mit dem ""Kampf gegen Faschismus"".\n\nFür die DDR war jeder Kritiker und Oppositionelle ""Faschist"", jedes Mittel legitim.\n\nDie DDR war antisemitisch und hasste Israel.\n\nKlingelt's?\n\n#Merkel #Linke #Esken #SPD #Habeck #Grüne #Kemmerich #FDP #Hirte #CDU",2020-02-09 00:05:57+00:00,0,Israel
1222964534165622785,Wolfman82303170,"Herr #Steinmeier: Wenn Sie sich weigern, in Israel Deutsch zu sprechen, weil es „die Sprache der Täter“ wäre, warum sind ausgerechnet SIE dann Bundespräsident der Bundesrepublik Deutschland? Ich möchte keinen Bundespräsidenten, der mein Volk als „Täter“ bezeichnet. Treten Sie ab!",2020-01-30 19:27:21+00:00,0,Israel
1222858662873571328,saitenwurst,"Herr #Steinmeier: Wenn Sie sich weigern, in Israel Deutsch zu sprechen, weil es „die Sprache der Täter“ wäre, warum sind ausgerechnet SIE dann Bundespräsident der Bundesrepublik Deutschland? Ich möchte keinen Bundespräsidenten, der mein Volk als „Täter“ bezeichnet. Treten Sie ab!",2020-01-30 12:26:39+00:00,0,Israel
1222829430143438849,franklange1234,"Während es als selbstverständlich gilt, jüdische Siedlungen zu räumen, sodass ein palästinensischer Staat judenfrei sein kann, käme (zu Recht) niemand auf die Idee, 1,4 Millionen Muslime aus Israel auszuweisen. Doppelte Standards im Umgang mit Israel sind Normalität geworden.",2020-01-30 10:30:29+00:00,0,Israel
1222098324636958720,interpenetrant,"Für das „Nie wieder“ sorgen übrigens die Israel Defense Forces und ganz sicher kein Heiko Maas, Frank-Walter Steinmeier oder sonst irgendeiner von diesen salbadernden Polit-Kaspern aus Berlin. #HolocaustMemorialDay",2020-01-28 10:05:20+00:00,0,Israel
1222049999330193409,TomS50426984,"Ich will ja hier kein Spielverderber sein, beim ganzen #Amthor-Shitstorm, aber wir Menschen aus muslimischen Kulturkreisen wissen alle, dass in der Heimat, in der politischen Rhetorik, in der Nachbarschaft oder im Teehaus nicht gerade nett über Israel oder Juden geredet wird.",2020-01-28 06:53:19+00:00,0,Israel
1221915993112530944,MoritzMichelson,"Ich will ja hier kein Spielverderber sein, beim ganzen #Amthor-Shitstorm, aber wir Menschen aus muslimischen Kulturkreisen wissen alle, dass in der Heimat, in der politischen Rhetorik, in der Nachbarschaft oder im Teehaus nicht gerade nett über Israel oder Juden geredet wird.",2020-01-27 22:00:49+00:00,0,Israel
1215697662135042048,MAXXBIKEde,"Die Frage ist nicht mehr, ob viele #Medien auf der Seite von islamistischen antisemitischen Diktaturen stehen.\n\nDie Frage ist, was dagegen tun.\n\nJunge Menschen wachsen damit auf, Islamismus willkommen zu heißen—und Demokratie, USA, Israel, zu hassen.\n\n#Soleimani #Iran #ÖRR #Trump",2020-01-10 18:11:23+00:00,0,Israel
1215064735005249536,SDGMasterglass,"Noch liegt der Nahost-Friedensplan von US-Präsident Trump in der Schublade, doch Israel schafft mit Rückendeckung Washingtons immer neue Fakten. Die Zahl der jüdischen Siedler im Westjordanland soll sich binnen zehn Jahren auf eine Million mehr als verdoppeln.",2020-01-09 00:16:22+00:00,0,Israel
1213886288832745472,paulb0n3,Laut #UNO/#SPD/#Grüne KEIN Völkerrechtsbruch:\n\n-Massenmord in Syrien\n-Milizen/Hamas/Hisbollah\n-Terror gegen Israel\n-Angriff auf US-Botschaft\n-Hinrichtung Oppositioneller\n\nLaut UNO/SPD/Grünen Völkerrechts-BRUCH:\n\n-Ausschalten des dafür verantwortlichen Terrorkommandeurs #Soleimani,2020-01-05 18:13:38+00:00,0,Israel
1213050375047188480,katrinhilger,"Ich frage ganz ernsthaft: wer glaubt, dass der Iran in der Lage wäre, einen Krieg mit den USA anzufangen? Maximal mit Israel - aber auch das halte ich für sehr unwahrscheinlich. Da verlieren doch alle..Oder bin ich zu naiv? #Krieg #Iran",2020-01-03 10:52:01+00:00,0,Israel
1296949970835316741,kafkaezque,"gestern zum einschlafen 4h arte dokus über libanon und israel in die netzhaut gebrannt, aktuelle politik einfach sau spannend",2020-08-21 23:19:03+00:00,0,Israel
1432064430385336323,Yusuf71Gler,"Israel hat eine hohe Impfquote aber von den streng gläubigen Juden sind nur knapp 30% geimpft.\nHier ein Grund \nDie Tora weist uns an, unsere Gesundheit zu schützen und verbietet uns, uns unnötig in Gefahr zu bringen, um so das uns geschenkte Leben zu bewahren.",2021-08-29 19:35:41+00:00,0,Juden
1427886680086827011,ElisandeWalters,"Ich möchte daran erinnern, dass die Genfer Flüchtlingskonvention eine Lehre aus dem 2. Weltkrieg ist. \n\n1938 auf der Konferenz von Évian war kaum ein Land bereit, die aus Deutschland fliehenden Juden aufzunehmen. Wie Deutschland mit diesem Erbe umgeht, ist beschämend.",2021-08-18 06:54:48+00:00,0,Juden
1426947731617157124,henkelaar1337,"Es ist ernsthaft so, dass Armin Laschet einen Gesprächstermin mit dem Zentralrat der Juden abgesagt hat. Als Grund hat er die Folgen des Hochwassers in NRW genannt.\nStattdessen ist er dann nach Brandenburg gefahren, um sich von Elon Musk auslachen zu lassen.\nWas ein Peinlon.",2021-08-15 16:43:45+00:00,0,Juden
1426927084081909762,Tobias01141773,"Es ist ernsthaft so, dass Armin Laschet einen Gesprächstermin mit dem Zentralrat der Juden abgesagt hat. Als Grund hat er die Folgen des Hochwassers in NRW genannt.\nStattdessen ist er dann nach Brandenburg gefahren, um sich von Elon Musk auslachen zu lassen.\nWas ein Peinlon.",2021-08-15 15:21:42+00:00,0,Juden
1425549900247404548,mfrei9,"Der Antisemitismus braucht keine Juden, und der “Kampf gegen rechts“ braucht keine Nazis.",2021-08-11 20:09:16+00:00,0,Juden
1422476966339489800,Gerhardkopilot,"dieBasis, die Kandiaten, der Antisemitismus, der Holocaust\n\nAm 28.07.2021 veröffentlichte dieBasis NRW endlich eine Stellungnahme zu den Äußerungen ihres BT-Kandidaten Bhakdi, der behauptet hatte, die Juden in Israel hätten ""das Böse"" gelernt. Sein Interviewer Kai Stuht wies auf",2021-08-03 08:38:31+00:00,0,Juden
1419225586820595713,1913undweiter,Wie einst in Babylon...Opfern sie ihren Erstgeborenen und hören sie die JUBELSCHREIE ihres Kindes...UND DAS VOLK FEIERTE. Juden waren Sklaven in Ägypten? Guter Witz....und so stahlen wir den Ägyptern den Wein und die Bundeslade und gingen nach.........Frankreich.,2021-07-25 09:18:42+00:00,1,Juden
1417178437370925059,AliPi25421,"Schon wieder. Bauer sagt: ""Wir brauchen kein Zyklon B und keine Astra Zenica"".\n\nUnfassbar. Direkt am Mahnmal zum Gedenken an die ermordeten Juden. #Antisemitismus #b1907",2021-07-19 17:44:04+00:00,0,Juden
1416061233019736072,666Weyand,"Nachdem ich den halben Tag Holocaustrelafivierer geblockt habe, ist Twitter wieder halbwegs benutzbar.\n\nMeine Statusanalyse von Deutschland 2021:\nMan muss ERKLÄREN, warum ""Das ist das Schlimme an den Juden: sie lernen gut. Und sie haben das Böse gelernt."" #Antisemitismus ist.",2021-07-16 15:44:41+00:00,0,Juden
1415614726940372994,RaphiTheDon,"#Bhakdi: “Die Juden haben ihr Land in etwas verwandelt was noch schlimmer ist, als Deutschland damals war. Das ist das Schlimme an den Juden. Sie lernen gut. Aber sie haben das Böse jetzt gelernt.”\n\n#DieBasis: #Antisemitismus sei ""absurde Unterstellung"" ""billiges Framing""",2021-07-15 10:10:26+00:00,0,Juden
1415312010800205829,mikeltwi123,"#Bhakdi: “Die Juden haben ihr Land in etwas verwandelt was noch schlimmer ist, als Deutschland damals war. Das ist das Schlimme an den Juden. Sie lernen gut. Aber sie haben das Böse jetzt gelernt.”\n\n#DieBasis: #Antisemitismus sei ""absurde Unterstellung"" ""billiges Framing""",2021-07-14 14:07:33+00:00,0,Juden
1415244029609095168,officialGott,"Nach Hildmann ist auch Bhagdi unter die Hardcore-Antisemiten gegangen (""Das ist das gefährliche an den Juden. Sie lernen. Und jetzt haben sie das Böse gelernt."") Wer solche Leute als Wissenschaftler IRGENDWOHIN einlädt, macht das Leben in diesem Land aktiv gefährlicher.",2021-07-14 09:37:25+00:00,0,Juden
1415233653932793857,Lilith_A_tweets,"Nach Hildmann ist auch Bhagdi unter die Hardcore-Antisemiten gegangen (""Das ist das gefährliche an den Juden. Sie lernen. Und jetzt haben sie das Böse gelernt."") Wer solche Leute als Wissenschaftler IRGENDWOHIN einlädt, macht das Leben in diesem Land aktiv gefährlicher.",2021-07-14 08:56:11+00:00,0,Juden
1415216601591320576,Coronahotspot,"Nach Hildmann ist auch Bhagdi unter die Hardcore-Antisemiten gegangen (""Das ist das gefährliche an den Juden. Sie lernen. Und jetzt haben sie das Böse gelernt."") Wer solche Leute als Wissenschaftler IRGENDWOHIN einlädt, macht das Leben in diesem Land aktiv gefährlicher.",2021-07-14 07:48:25+00:00,0,Juden
1407640631120384004,KarlOttoPeter7,"Auf Deutschlands Straßen wird ""scheis Juden"" geschriehen, aber wir wollen #Ungarn etwas über Toleranz erzählen.",2021-06-23 10:04:13+00:00,0,Juden
1407526875853905926,Deutschersprec1,"Ich könnte mit Ihrem Mann sprechen. Was hat er im Krieg gemacht? Es sind Juden. Wir spielen mit. Wer sagt Ihnen, dass Sie sie abspielen sollen? Ich weiß nicht, wie er heißt. Kann ich es auch für ihn sprechen?",2021-06-23 02:32:12+00:00,0,Juden
1405053998953074689,mfzh,"Antisemitismus ist nicht einfach wie Rassismus, aber gegen Juden. Antisemitismus war von Anfang an eine Auflehnung gegen Komplexität - gegen die Moderne. ""Juden"" übernehmen die Rolle von allem, was man nicht versteht und wovon man sich fremdgesteuert fühlt.",2021-06-16 06:45:52+00:00,0,Juden
1404226034082500617,StahlMelek,"Hört auf, Juden für euren Wahlkampf zu missbrauchen.",2021-06-13 23:55:50+00:00,0,Juden
1403970082284490754,Louis_Fabu_,"Hört auf, Juden für euren Wahlkampf zu missbrauchen.",2021-06-13 06:58:46+00:00,0,Juden
1403925437361893379,julian_thnssn,"Was mich bei der Kritik wundert wenn schriftlich zitiert wird: ihre Anführungszeichen werden ignoriert. Sie sagte «vermutlich werden es dann nicht ""die Juden Kosmopoliten"" nicht ""die Feministinnen"" ""die Virologinnen"" sein, vor denen gewarnt wird, sondern Klimaforscherinnen»",2021-06-13 04:01:22+00:00,0,Juden
1403851226333290497,Anno16077718,"Was vom grünen Parteitag übrig bleibt:\nAnnalena Baerbock ruft laut ""Scheiße"" und eine Rednerin vergleicht Kritik an Klimaforschern mit der Verfolgung von Juden im dritten Reich.\nBitte lasst diese Partei bald unter 5% verschwinden...",2021-06-12 23:06:29+00:00,0,Juden
1403722577219043329,markrudolph2701,"""Und vermutlich werden es dann nicht die Juden und Kosmopoliten, nicht die Feministinnen und die Virologen*innen sein, vor denen gewarnt wird, sondern die Klimaforscher*innen.""\n\nWo ist der Unterschied zwischen Jana aus Kassel und Carolin Emcke?\n\n#allesdrin #ohnemich",2021-06-12 14:35:16+00:00,0,Juden
1403712105367412738,alf_frommer,"Wer den Satz von Carolin Emcke nicht böswillig bewusst falsch verstehen will, der versteht doch: sie vergleicht nicht Juden-Verfolgung im 3. Reich mit Angriffen auf Klimaforscher, sondern den heutigen Antisemitismus in Verschwörungs-Theorien u.a. bei den Querdenkern.",2021-06-12 13:53:40+00:00,0,Juden
1403674939971063809,CommonSensePle8,"Klimaforscher mit Juden vergleichen, Abschiebung mit Deportation. Die Grünen und die Linken verharmlosen die Nazi-Verbrechen, dass es einem schlecht wird.",2021-06-12 11:25:59+00:00,0,Juden
1403618833047371776,Hans65156047,"Klimaforscher mit Juden vergleichen, Abschiebung mit Deportation. Die Grünen und die Linken verharmlosen die Nazi-Verbrechen, dass es einem schlecht wird.",2021-06-12 07:43:02+00:00,0,Juden
1402275313279811586,nacktaffe,"Da stellen die in ihren Dokus neuerdings doch ganz kühl fest, dass auch nach 45 die Pogrome gegen Juden weitergingen. Aber nicht durch deutsche Täter.\n\nWeiter wird behauptet, dass Deportationen und Völkermord nach 45 weitergingen. Aber da waren dann die Deutschen die Opfer.",2021-06-08 14:44:22+00:00,0,Juden
1401965970583965697,MAHDI_99_01,"Die zionistischen Juden drangen in ganz Amerika ein, sogar in die Hollywood-Filmindustrie, die ihm zur Vertuschung der israelischen Verbrechen nicht einmal erlaubte, einen Film über das Schiff der Freiheit zu drehen.\n#USSLiberty",2021-06-07 18:15:09+00:00,1,Juden
1401238031013756928,xluciferax,"Ich war auf Corona-Demos in Wien, bei denen Neonazis/Hools und unorganisierte Rechtsextreme die Polizei und Journalist:innen tätlich angegriffen haben, am Wegrand stehende Juden und Jüdinnen beschimpft wurden - nichts davon endete in einem Platzverbot. #Karlsplatz",2021-06-05 18:02:34+00:00,0,Juden
1400678902276702212,FotokunstH,"Während der jüdischen #Nakbar (1948-1993) wurde im Zuge der Vertreibung (1 Million Juden) aus den arabischen Staaten (hpts. Irak, Ägypten, Marokko) #Landbesitz, welcher die fünffache Fläche von #Israel bemisst und Werte im Wert von 300 Milliarden US-Dollar zurückgelassen.",2021-06-04 05:00:48+00:00,0,Juden
1400019508484509696,jazzkatze75,"Wer auf dem Rücken von Jüdinnen Juden (dieses Landes) seinen Rassismus auslebt, ist genau das: ein Rassist. Ein Minderheiten gegeneinander ausspielender Rassist. Rassisten spalten und bringen auch uns damit in Gefahr. Und man sollte ihnen ihre Heuchelei nicht durchgehen lassen.",2021-06-02 09:20:36+00:00,0,Juden
1399824517686571008,Koryu50511710,"Das in unserem Staat Juden und Jüdinen empfohlen wird in bestimmten Situationen keinen Davidstern zu tragen, ist einfach unfassbar.",2021-06-01 20:25:47+00:00,0,Juden
1398922367833985027,mh120480,"was ich nicht verstehen kann und will, ist, dass Juden hierzulande für diese Gemengelage verantwortlich gemacht werden. Das ist nicht nur absurd… das ist gezielt. Und während wir den oben gezeichneten Konflikt nicht lösen werden, sollten wir „uns“ um „hier“ kümmern.",2021-05-30 08:40:57+00:00,0,Juden
1397559804063797255,DrJLieser,"Wer “Free Palestine” schreit und nicht “Free Palestine - von radikalislamischen Terrororganisationen” dem geht es in der Regel nicht um die Palästinenser, sondern gegen die Juden.",2021-05-26 14:26:37+00:00,0,Juden
1397079406477291523,mrstone0856,"Überall Polizei in #Berlin und schon rund um auf der Autobahn.\n\nHassveranstaltungen von Islamisten gegen Juden können nicht die Ursache sein, die werden ja auch ohne Abstand geduldet.\n\n#b2405",2021-05-25 06:37:41+00:00,0,Juden
